,ave_cats,ave_morgan,ap_cats,ap_morgan,mcc_cats,mcc_morgan,ef_cats,ef_morgan
0,0.023144977963349578,0.012359158741204634,0.006379019791825217,0.10638975956652694,-0.0015813838788546054,0.1288059744889165,0.6666666666666666,8.333333333333334
1,0.09171105880875541,0.11179399913861365,0.13641337923268354,0.2016308790516478,0.19770150817738802,0.2367681826426158,13.237410071942445,11.798561151079136
2,0.08485768566652246,0.10570996768094615,0.283655303910924,0.27205539507778415,0.3593900206600492,0.269965628560099,10.756302521008402,11.260504201680671
3,0.05837086800322927,0.04832111554476004,0.05602008630022522,0.02371603125388262,0.0222207877083313,-0.0007025960096159599,7.573964497041419,3.7869822485207094
4,0.07871261734604951,0.09003643849033421,0.07661486445133897,0.14858921843821563,0.10621211879477611,0.28124459508152944,6.666666666666666,13.333333333333332
5,0.04979753346807064,0.096849665452297,0.07970236563097774,0.12102753616996197,-0.0028779771662347546,0.0948840199106705,5.602094240837696,7.015706806282722
6,-0.008121095008051471,0.04056249919484689,0.0013952537517090274,0.009909892945083694,-0.004450044502666314,0.0,0.0,0.8695652173913042
7,0.009589399925250985,0.03962682301779624,0.16401180192508014,0.4392747682760272,0.23241712110967636,0.11992592456829775,14.025974025974026,17.662337662337663
8,0.08995818511796749,0.1355874928701064,0.5361641644587614,0.5257744802110843,0.5102002770143118,0.4750917966109353,16.551724137931036,17.93103448275862
9,0.07279935564179552,0.16116230504503182,0.07854591180197423,0.2860294051255769,0.20793802225739924,0.4818400824373598,7.2,17.6
10,0.09345752153502268,0.07529400636882438,0.09768704634132076,0.196525655161705,0.002366239860561772,0.0,12.79503105590062,14.782608695652172
11,0.06877758459275113,0.10747266329387134,0.1670607787156219,0.08488725040067702,0.25420913605515405,0.0156608652405944,12.413793103448276,10.206896551724139
12,0.01626980359700264,0.03765998060718173,0.01339919924877574,0.04157719263225152,0.006683996356589275,-0.001966391324828853,2.941176470588235,8.823529411764705
13,0.026754582117189174,0.07368083670715259,0.017918187733609203,0.17605774909303357,-0.005206134962882771,0.20604165154579782,1.2280701754385965,9.12280701754386
14,0.08031070920261157,0.10879944111198142,0.1121277782085186,0.07166526472564869,0.04195171594997368,0.05686453562951053,7.069486404833836,4.712990936555891
15,0.03684202744684495,0.0712545067833324,0.012024279306032367,0.14848112361337576,0.04061273924630185,0.1472642843382203,4.6875,9.6875
16,0.035962481962481974,0.0647300477300477,0.034706244448562545,0.11321214637686049,0.038407714280890126,-0.002447773513756079,2.1367521367521367,7.692307692307692
17,0.10154820112982782,0.11869412404374857,0.2870696316977378,0.10835666159927933,0.12594622883796855,0.0,14.005602240896357,4.873949579831932
18,0.0017568976087046217,0.07354792064529564,0.04038596468781376,0.1944998722052464,0.034331457532154344,0.05279165467850925,3.699421965317919,13.641618497109826
19,0.057577284396031325,0.07807840144314154,0.015038660584441758,0.016495738981365096,-0.004798430609379087,-0.0022600978396377655,0.34285714285714286,1.0285714285714285
20,0.04108598680885889,0.03494215943364276,0.05697294539699161,0.025163101337381154,0.05827129163529825,0.028693437403222125,4.827586206896552,1.6748768472906403
21,0.03191826607787723,0.045470242288604246,0.02843648476036122,0.036532545911677664,-0.0068875583353993405,0.024372296100746954,0.10973936899862825,0.3566529492455418
22,0.07073070852706564,0.13361423835445935,0.6439235816051615,0.9387705983031147,0.42866129731547803,0.3667097409213345,14.175824175824175,18.937728937728938
23,0.10957313212903108,0.12377949337751126,0.2721269720798947,0.30150240088927094,0.39017961290959646,0.30281019309923124,12.136222910216716,7.8018575851393175
24,0.07070235564617594,0.06993126629946755,0.2920957619372963,0.3160936961360773,0.09699922990607765,0.0,6.776232616940581,6.953223767383059
25,0.1084651771555189,0.03671904756732497,0.3363391361153061,0.27270110860557223,0.27842369347158524,0.0,8.365384615384615,5.8173076923076925
26,0.05442379928315416,0.13380688172043004,0.027003581077920537,0.10007629650238621,0.0482612885732934,0.0,8.88888888888889,17.77777777777778
27,0.07061677784058795,0.07800137931034479,0.048130281698196366,0.03200812712738971,-0.004139709924061955,0.0,3.1967213114754096,1.967213114754098
28,0.055082933466588824,0.07274379358057614,0.02270352613314543,0.09119828741405868,-0.009080965226169089,0.0263933974830667,0.8588957055214723,6.6871165644171775
29,0.03792592456866434,0.05891598661502628,0.0033696262816989408,0.0036728611220687817,-0.0013438602249390467,-0.0006716938528851627,0.4878048780487804,1.9512195121951217
30,0.10302909938353583,0.1244745234416581,0.2246355215941292,0.716487903550106,0.20698193303226012,0.5231388117174192,5.180572851805728,11.556662515566623
31,0.0562403741339893,0.06651021305818028,0.0751680541754554,0.24732880143784922,0.01112200632768905,0.0766061649037406,3.4352941176470586,8.988235294117647
32,0.15416978567351253,0.1985120017083697,0.6503827090527796,0.5606982706178426,0.5875420610382892,0.44320465764127104,13.757961783439491,10.878980891719745
33,0.08735285350773059,0.10839084974332547,0.5822747182412658,0.6669800988393834,0.5288646176057771,0.6150801459064209,13.694915254237289,14.847457627118644
34,0.12659254282723992,0.13573747506807876,0.03491536807067755,0.38723049154928285,-0.013229806211591106,0.4311153901201888,2.2123893805309733,12.300884955752212
