morgan,2dpharm,atom_pair,erg,cats,layered,maccs,morgan_feat,pattern,rdk,topo_torsion
0.9340561364589941,0.8098605983299074,0.977388864346152,0.6668843373250771,0.9140292982733117,0.7509826337254892,0.7519072576638134,0.9339381343326683,0.9167195274057487,0.8316649867164554,0.9506633380294043
0.9065690788465035,0.9403860979895873,0.7976045254577396,0.8125313842184223,0.8420603380290493,0.8455663308206628,0.7211049516587096,0.8687762817293514,0.8465890791457863,0.8264700165395872,0.914275143410605
0.7081810818025756,0.741720266548317,0.7897590738280182,0.7092341623905057,0.6988863604603994,0.7293725362984445,0.6053948171728195,0.8654884843196387,0.7328571882177906,0.49967830932680934,0.4589913510049117
0.8930169854286465,0.7521665939800862,0.8895734084110408,0.8460733168934355,0.9336836737991182,0.8920701247031517,0.8481376537093532,0.7806558117695801,0.8792729756571749,0.7742643266334676,0.793308836248704
0.8029430315041927,0.9310688838561021,0.9077482501515761,0.8512383128779558,0.7394613093969999,0.8285675145191004,0.525134221009168,0.6874109719269457,0.5428309209374226,0.681128094757062,0.7316406966951495
0.7571702701285706,0.3347813708124243,0.7126566810941158,0.33652358394469717,0.7355385766984892,0.3942708383697465,0.4668857270523508,0.6685893017076976,0.2789680512414366,0.4256569704414261,0.6445067208437215
0.9943131868285249,0.9930539268584357,0.9779275612723193,0.9746587498011434,0.9830705271445942,0.9933647438109396,0.9605791137320554,0.9773923150557775,0.9944137052734684,0.9766335212374033,0.9804490998677422
0.8518649564346388,0.7904806123923656,0.8007888070672455,0.6174889669171341,0.7897995739765561,0.6052506752584768,0.6020150779044486,0.9603616189251605,0.7682587719540421,0.6861977393634954,0.8741536179800888
0.5660840656828798,0.7924689785189558,0.8050023885325921,0.7728299900383023,0.6892532507637814,0.7295727329027454,0.7203474799048187,0.442737018644793,0.608547794407041,0.4806448710857915,0.5985569259484346
0.8323401544049519,0.8191052939226641,0.8175789689839534,0.7613717176731745,0.8815615168556967,0.7506303650560102,0.6409658230647904,0.8329764722274148,0.7466351911068929,0.4057855590713893,0.7682911041527872
0.5158978468279904,0.5018447125015842,0.08829298317582206,0.6387639197060073,0.41385370348640105,0.5469857022650498,0.09357378912531165,0.4785191557749621,0.4808470269865298,0.43919354410821787,0.4462217247569488
0.08160468261215972,0.09440466133812297,0.09098376621109537,0.0162558156354196,0.050585112592877214,0.04461969399865822,0.03190987533450613,0.17411211447546074,0.12242201174877135,0.03524432187012594,0.045296743821182345
0.9275089420869166,0.8137516671073481,0.9100149468883643,0.7857851373967264,0.8134252311037913,0.9256058239429592,0.8515903100454353,0.9512650896068885,0.8155328863849747,0.8071185566760349,0.8965369110793638
0.7601296029111791,0.9492308027969842,0.4440718720773056,0.7501988288554368,0.5430635297753915,0.9355000289970925,0.43494065300024765,0.6350642437263749,0.7301785861583882,0.5837578979826404,0.6410861304036711
0.6544126588233774,0.7164426153570347,0.5019137764707132,0.30436686633525567,0.28830586490869814,0.3346638502850446,0.3388267506531701,0.6353587496290997,0.4633652110685753,0.45881871204352775,0.6471519019164185
0.8975658139434874,0.9607626438945056,0.9724524714496505,0.9556297198008301,0.9868840080598535,0.8243207743951528,0.8670913544444101,0.9170977895024806,0.8125798274469358,0.8868695881865191,0.8629823535934806
0.7523962868320438,0.6391227663232002,0.6847017214190176,0.6512914058784504,0.6340660423080386,0.7853359023005364,0.7779690725829371,0.7096003223736004,0.7195924381552383,0.6187551410487032,0.7061860404112746
0.9742362059834538,0.9038661181829971,0.9312831702693218,0.7448734899165379,0.847257175052962,0.9922509803535484,0.9065520977820183,0.9885221020745203,0.9869009758892869,0.9365956595656407,0.9746038586639528
0.8754487705063485,0.6457222548856474,0.802024414708289,0.32988823791642935,0.28839871633569625,0.9622566256810832,0.35253700397452864,0.9539581039253845,0.41582954260584604,0.6977049346023866,0.988272250855054
0.6753821219234106,0.32633250484591825,0.2630443489433903,0.09766773094029466,0.26965257009621685,0.0909604474425581,0.1298884710556659,0.44725508095822825,0.5052048197852037,0.07685923733482394,0.2083376396655127
0.832144742034773,0.8873232955220711,0.9482513490701678,0.43674103709892964,0.7213463960262008,0.655112075624608,0.5615054186005293,0.9298264851716771,0.6580128240868066,0.8021303686085619,0.7192036666324693
0.736130910091093,0.7844283594317046,0.6032371809354182,0.6688513583879477,0.7715750547925262,0.5754227585290701,0.43489073495967917,0.5509152228025304,0.4124131655824114,0.3270908680800535,0.586022073639231
0.9158670242657482,0.7859172525557416,0.6082017923067625,0.7540643311833538,0.7814626631496281,0.7716737040160477,0.6080398454296067,0.8539647369971963,0.8151197976239459,0.6853708565616575,0.7894029214075525
0.8561451295229021,0.9195027433074128,0.8896812870918904,0.8020007481988156,0.8554641581121808,0.8607160296065391,0.7878056457259427,0.8677785384386223,0.8912129310633325,0.8426744342472826,0.793707983697875
0.4975789881670135,0.7604492438823741,0.5415709543022258,0.18074635443063777,0.6833873761672941,0.5923970890149965,0.3881053865647102,0.5150041082929853,0.6512585383867836,0.3757452017884394,0.3812383632896201
0.9486475044503312,0.7642875297821086,0.8972922297081457,0.756456522879948,0.8885816895578735,0.8545363070230918,0.9057995320759832,0.951012450011065,0.8260846225174824,0.883672989187847,0.8433552765941373
0.5844477192920547,0.8699340716083761,0.7154972964072133,0.7199096173971263,0.8765903512714394,0.9650405051457166,0.7850424031921743,0.6884222366394637,0.8322630010637057,0.6909034921938969,0.6680133172460949
0.9592870121280008,0.753101888505322,0.9390312866242011,0.7330182223775115,0.8651808396000651,0.6579083406684667,0.8531459541903403,0.940813801057982,0.9090610739422028,0.5928399457631418,0.896654217979101
0.9327100004670921,0.9599814853975623,0.960939099756732,0.7882097988293252,0.920005022749024,0.9559627787287724,0.9443859992452989,0.8800910809964377,0.9669489945814297,0.9109849110859671,0.9387546691254839
0.9318353948172731,0.8217603638925115,0.9454754306269876,0.9181365886490722,0.9612106990109023,0.9123108561099329,0.7293040642174539,0.9266356959585589,0.892498682024377,0.9494836997633666,0.9397281048105954
0.9952483868082684,0.9750583188541051,0.9854450372892677,0.7895860126427227,0.8583128266134913,0.883869523904196,0.9244451398712427,0.9926658247541345,0.9624774783327279,0.8679226752616203,0.9824954577658418
0.6575866921278547,0.48737575906704944,0.14265523457448936,0.12444364803624539,0.31700776031468764,0.21026789014695607,0.30869191260606027,0.7357635316569233,0.5643197624549146,0.2591756815209888,0.1606783329634559
0.6611959518539767,0.46396592425620087,0.5906737717115662,0.4493526740782069,0.7360516007382163,0.5297787426581699,0.45912451656455344,0.6110456688232334,0.5494263019550804,0.5166934571567886,0.670239429689602
0.9264260293283497,0.8179440726033704,0.7448498119888706,0.8207845718156954,0.8725505322238817,0.7480069197967014,0.5776211616935105,0.7688878847776199,0.7099398342479645,0.40338258526925064,0.7155595496254804
0.8956245774094254,0.8814035400513066,0.9352698003852101,0.8644046397084577,0.8939121724352165,0.9306376554268461,0.6659427561245077,0.9631290711029542,0.872449115635651,0.9569332136269685,0.8521190025291336
0.13066940878540642,0.12724102653847974,0.09746100233558147,0.10491668360203682,0.05567743029232644,0.24967076396001334,0.12947600849535035,0.23646025829712136,0.07128322319604952,0.2686256083167654,0.1491522445609428
0.5109101143108434,0.16757608588664097,0.4219141542282164,0.28345640459970367,0.33782181377564086,0.5612880655390788,0.14685701702101908,0.5036086279296909,0.31919842710260393,0.5274707542924062,0.5420577730817939
0.7750123333091028,0.4721893118719497,0.3089900499820499,0.2792846331857964,0.25238943228569205,0.47457884829760333,0.3202933644017384,0.7758938484650354,0.5850723016148,0.6041733428281758,0.30853228466923827
0.9616102721117601,0.958667089014893,0.9474874142795577,0.9018349247377128,0.9278395857242694,0.9756064758318934,0.9140674903301325,0.9342140330388139,0.9536187382388713,0.982751268863145,0.973187817750639
0.6947894249841942,0.6007886302542181,0.5776027141464358,0.5942107504164758,0.7299854236803605,0.5166499376269356,0.45718536675396876,0.5785426296560477,0.3164920599173934,0.3314662597246345,0.522042505743752
0.8865387701025949,0.26692049975335497,0.7553383891322978,0.10488309775105578,0.24037189811427764,0.9546173114259758,0.6884309241957003,0.5228693702352135,0.07312469958663662,0.408371623705735,0.3869489824245265
0.7658207747840278,0.7783312756610408,0.9165222712441168,0.6883427294587244,0.5925248324431155,0.47387555542397,0.4185229038943092,0.8439912825839422,0.5666061164393061,0.7422897524388834,0.8272053318303786
0.8726175479198882,0.7358536030560965,0.8722240726475623,0.718838225778281,0.7729437802009539,0.907291714812231,0.6628597929018972,0.8705987679924886,0.8409286355731891,0.8990169450955627,0.9000030224839077
0.8915025128092274,0.6477577842515913,0.09809753623375608,0.7221415679541141,0.4355667937068387,0.5901906110937406,0.4159400232722674,0.5929556125957188,0.723121408359068,0.4156966168380913,0.4528456988767262
0.9434394184814721,0.8670473590920776,0.968264570234245,0.8598869297653171,0.9125218966821964,0.7953044474322432,0.8050513426929559,0.9504275376432966,0.813682032658906,0.8352293070505495,0.9099554952365377
0.9542706357292825,0.8881228540577166,0.9671844248708472,0.8503602786276047,0.9014535572158171,0.9334592157416297,0.9622948670451285,0.9636828340245923,0.889996808954885,0.9067667072194061,0.9503887112485623
0.7930483092789921,0.5262205270251167,0.3517581029047956,0.43872842682264396,0.5456004348586218,0.8795733165427586,0.6260987429591709,0.6933666973230435,0.5721718838407572,0.30019328502786613,0.2981313451309491
0.9487871474598634,0.8471088589090994,0.9965732339263091,0.5697410512357961,0.8022134729490786,0.983896521910691,0.9166547101609551,0.9804155466121044,0.9925527491240488,0.9906952494665449,0.9436773756132397
0.2131447693697217,0.1824200879592879,0.11904778240955474,0.15926256427999044,0.25652676511964073,0.17014013718568208,0.14582932750834882,0.10911275678629387,0.24707115474807403,0.19601132259680887,0.21379878902204258
0.39788140700309765,0.25140151340717876,0.45658802400358534,0.28768218043068783,0.3959127825337232,0.6042460601973183,0.20405472242374695,0.5206458448054364,0.6366638694043627,0.5332561489484828,0.534199340461648
0.6585398550457054,0.23667417501103064,0.20576280529464655,0.36340074075708917,0.5428725630465082,0.7508939099848703,0.30645212536066285,0.6952608470763406,0.5373003386513733,0.6841908733137639,0.5445358042711943
0.8814357110851737,0.8413499708464386,0.9172725149119387,0.9425881811768576,0.8754571224123132,0.9237052055031147,0.606687197835688,0.8436003006843864,0.8489906222144843,0.8288478676734726,0.8068215848190926
0.28042182907659075,0.3559584460947517,0.28946021740732186,0.23118589413698992,0.39722438231102103,0.32651716161689676,0.09334065197266495,0.3067534134699977,0.16718317231934562,0.19315629717948654,0.3241596250061091
0.4397745578602548,0.6147704444784151,0.41887445870634243,0.5976197499334823,0.49735393281936735,0.6029701359951682,0.5951116678740316,0.5780052528651896,0.41749489044188315,0.6935994429161705,0.2587007296097319
0.8817325743468765,0.7699327214188159,0.612307701442011,0.5200377082796019,0.7394289782213573,0.9189326617407113,0.6419185301506478,0.7952354699529708,0.10690339762628069,0.7033378923835497,0.6753068039996598
0.7933781889983454,0.49044514206601175,0.38561980214432223,0.4188544226679465,0.5479704819908345,0.635801413149203,0.24638354632185122,0.5735749776421594,0.6406039047497107,0.36462224601013504,0.455245814714046
0.8797917517415265,0.6670224184741351,0.9547680429828395,0.5703546590899323,0.7182382723798062,0.85641035350287,0.6625081767532317,0.9250478561041465,0.8931309393766484,0.8504296953003496,0.8762547571401699
0.5206731412894563,0.38646355716238107,0.3751505627001012,0.36057159025139845,0.36394510535216207,0.4122551993931634,0.33955861044567925,0.5409667830313762,0.41396502696213977,0.5215734259790729,0.40837268607954375
0.9222218760952765,0.767918141908906,0.9769240241425882,0.6752964340855988,0.8718180785163174,0.8957538683265611,0.8647496171431807,0.9337681302094215,0.880807151489916,0.8405568421279977,0.9457398793434066
0.9675754321473878,0.9032572982913931,0.978480549694724,0.8616200184957693,0.9345417942371904,0.9406075840165092,0.9569635052048379,0.9093796742906366,0.9624845670106111,0.9454948574597484,0.962293902662334
0.7252854803893256,0.7619303603634742,0.5867466291957236,0.5894194437179037,0.4842617805600142,0.6399648956858578,0.3660234051056928,0.6730054190420691,0.5512998649344051,0.5641398541962357,0.7317558499597129
0.5457380101484366,0.720512505175448,0.7780180329466235,0.6538841264186338,0.6087336050488198,0.9022447804451403,0.5405305419819186,0.8081240701617171,0.8623210560331367,0.8412495706108053,0.737854880182681
0.45622577466416114,0.20963728783815958,0.38428336007544617,0.11825841486073525,0.35198266121110755,0.3005985328629385,0.14366695860380807,0.14472216077220007,0.257168982643834,0.3742017807745984,0.09445354189348257
