,ave_cats,ave_morgan,ap_cats,ap_morgan
0,0.05446126539987467,0.05323536576877563,0.004222178458334357,0.015911826608435452
1,0.05552720444360287,0.07940799301479096,0.004174868903929037,0.043459693960493005
2,0.031178827234044526,0.010243951221951375,0.005104896811469574,0.005972032415494111
3,0.06853820692926033,0.09372620950634059,0.10679699402965796,0.14128304019911192
4,0.07838702503494732,0.05023541746092258,0.002322293667020426,0.003050222385096595
5,0.08019186728539257,0.08275303912713977,0.033985335017332176,0.11324365914970706
6,0.07044656464386462,0.03261396500795982,0.01715470514501983,0.011416709238050361
7,0.13061186803821068,0.23076160939405044,0.25845677161766106,0.633154913321416
8,0.06583445729846299,0.1026342818502477,0.04465720846190739,0.14873607670858907
9,0.06696100684002942,0.13157727773745181,0.1613196699287935,0.15252571681020122
10,0.10920509075735446,0.11320208847546287,0.13702474348757873,0.2419664171835151
11,0.0345889779754589,0.06482272292776181,0.05638744733742082,0.04198616882881112
12,0.06041417450809511,0.10968052567906955,0.16967376793706265,0.09863131506960436
13,0.07673719422988484,0.07278888920609844,0.48766953665147483,0.2865102449066206
14,0.10049645624411441,0.09529907893270895,0.12442082298442407,0.13667713729312503
15,0.06694469810787074,0.02514074340730177,0.10396532964194415,0.0923157932961873
16,0.040367830359658186,0.0772577929047556,0.13334381696548983,0.18000176568749596
17,0.10392199747164416,0.08161566593551622,0.5022402670336156,0.2554303873971152
18,0.12201483964342541,0.15032118550876883,0.036344503040430465,0.37465356918411885
19,0.04745001733975229,0.013388852187512068,0.01887576707452914,0.01866152597508207
20,0.005232558139534826,-0.0034999999999999476,0.003074839052444679,0.003494947685225869
21,0.034004000842282556,0.033888011511195415,0.004206188464010743,0.002882894937570678
22,0.07025565423699409,0.061274912824747285,0.038685553769337494,0.1954683499864701
23,0.038280359990886303,0.06870356637734992,0.04639523727328586,0.04313356657967439
24,0.1662805000391775,0.31925508637818545,0.8175262620804736,0.9511218801296663
25,-0.009166130325002908,0.05212543941332576,0.05973521046095138,0.4095397649505265
26,0.15503526734926054,0.2121365187713311,0.38572744197980136,0.7668376511864526
27,0.03018064222109218,0.005996675186361378,0.004736345836736014,0.004768749260931333
28,0.0677745109061218,0.055979283418159775,0.06996962457260213,0.09865746053148514
29,0.022758499824745926,0.027896366397943684,0.004357685635896052,0.00324928635818304
30,0.056838373219549376,0.042392927054097584,0.057401611487502724,0.030220203254472264
31,0.024710618343128155,-0.0027750333775716785,0.04432866258145293,0.010502581764283621
32,0.09618639450059119,0.17495992541715616,0.2799440358504274,0.32748273513970494
33,0.020876246388464526,0.051085891021280805,0.10399255447432758,0.08655788696729516
34,0.03510378532896857,0.029889759786066672,0.0018986274143763977,0.005151772159100454
35,0.04606079755729259,0.1082288227269046,0.19399351502267362,0.3867917331730671
36,0.022591850169513816,0.038762581876830904,0.018183031370327393,0.011594281999494482
37,0.09923938163686391,0.10749532462578437,0.27385947421638396,0.2244103980416237
38,0.09136397457257511,0.12414784977508486,0.4867674035424508,0.6596933571541673
39,0.04744295465025539,0.10581884593017032,0.07162879268737735,0.01816959946332911
40,-0.00547743829913766,0.06532095599167409,0.046108498744133974,0.03541475408389804
41,0.060609871922400305,0.049780542770275105,0.01892270555599834,0.01485970190929961
42,0.07167019448496936,0.1377838479298109,0.15149361917915444,0.4913482554647369
43,0.10561481254493382,0.1586100863907976,0.22210137666545826,0.8571109072790862
44,0.056248568112778896,0.05270647333999123,0.01351959865174085,0.035330551629942364
45,0.22726064451494404,0.3167012856904325,0.9319752468472456,0.9130275532406212
46,0.032164787867341726,0.06819774081697977,0.09097182973078596,0.22539034620105408
47,0.11053183656952625,0.08331568105416032,0.26275095439418866,0.13693183672058437
48,0.1341855661686669,0.15021228943859366,0.04088365099620672,0.47893070248855546
49,0.0686773474144628,0.0750278265373659,0.08434095810511713,0.16800831589853077
50,0.04542196719285069,0.062120424237270266,0.08746062464348332,0.047533683044800254
51,0.07721738131659867,0.07509741097113393,0.11195409710189409,0.04160460970538883
52,0.054626428013686834,0.0749495723523772,0.06474847768866668,0.16883018326677407
53,0.06605007355532316,0.10642195584443187,0.05919999468496713,0.16259038033959328
54,0.01864218779881427,0.03976541084974822,0.01575447374495676,0.005932462459093173
55,0.001995191265805718,0.1137268146242093,0.03157564466943398,0.04324144821359185
56,0.0300576827157234,0.02000809787870783,0.002785591871982239,0.003557329939771088
