,ave,ap,mcc,ef,auroc
0,0.37348898413846,0.9327889088986026,0.8129521606901361,2.9235880398671092,0.9529193611010697
1,0.42508131921904313,0.962874838644177,0.728260950882405,2.459546925566343,0.9677022812594827
2,0.26968376754221723,0.7944106179833216,0.5580145309667581,7.333333333333333,0.9710551186718737
3,0.4065040734148124,0.8286060625919021,0.7319578176339421,3.75558867362146,0.8655636312135268
4,0.5657731092436973,0.9290201218713035,0.8098198395300346,11.428571428571429,0.9892899584076055
5,0.7499706117031784,1.0,1.0,19.999999999999996,1.0
6,0.6089554469442986,0.8994738814503982,0.8155802307556332,17.89473684210526,0.9620258916670033
7,0.3514141607435758,0.4097956198815915,0.3789875458134747,7.483870967741935,0.9315008201202843
8,0.4610511568518496,0.9027352858326744,0.7588413059854384,13.048780487804876,0.9866817209131858
9,0.645471479500891,0.9895554262275505,0.9463924510378785,5.980392156862744,0.996636074577251
10,0.5086316999097104,0.9998519466916366,0.98965877005233,7.124681933842238,0.9999757964544962
11,0.2183560878243514,0.25324038880263966,0.0,7.4,0.9137684630738523
12,0.2823127046842317,0.6525816858885592,0.47479702197986867,7.23404255319149,0.92360920365949
13,0.41745144149236857,0.9730813609865661,0.8965706435315574,2.1639344262295084,0.9829454494064443
14,0.3063929378531074,0.4547327073780857,0.3859365771114304,9.066666666666666,0.9352518832391714
15,0.7275926263679,0.9999570346688984,0.9905170904950117,7.63157894736842,0.9999934861907243
16,0.22062095181856767,0.6130606890888655,0.0,8.085106382978724,0.9150467789854404
17,0.2778607052896725,0.5700324398163631,0.10371774006794933,3.75,0.8931750629722922
18,0.16636937981500083,0.8109535911252883,0.7040403511692246,12.470588235294118,0.956755816649919
19,0.4415480401805107,0.9215588037786391,0.7780647925546132,2.8106852497096395,0.9310738445443342
20,0.6237707648674199,0.9646317220457463,0.8557417849067199,12.577319587628864,0.9959415657497862
21,0.7337515156014154,0.9677075491406791,0.9717379853495877,16.992481203007518,0.9869702464906978
22,0.46241580486220163,0.9090689866710335,0.7480380019084819,5.159817351598173,0.9848608930279568
23,0.20561449192337405,0.5810668176174498,0.059939151512312876,6.6932270916334655,0.9280507599232699
24,0.638650607128868,0.9201387182550371,0.9283630566247268,18.37837837837838,0.9880043086564827
25,0.3917855344252861,0.8625890377671636,0.729295189745591,8.513513513513512,0.969850895704933
26,0.7230345420701225,0.9994121412321596,0.9806848555700407,4.7148288973384025,0.9998188928639915
27,0.2611545405748305,0.6981890132549574,0.26067611960343307,17.101449275362317,0.9636894983110764
28,0.3467948914105998,0.8880952679503066,0.7789113250548381,3.4255599472990776,0.9102770340147619
29,0.47436255005354255,0.9760265431844505,0.904315756742319,3.3009708737864076,0.9875728916610417
30,0.6817202102012625,0.9989798788481992,0.9810590095329426,6.105263157894737,0.9997535010970555
31,0.6436897526300593,0.9846144729324474,0.9151900624019393,2.8963795255930083,0.9911621059994224
32,0.6542908310882756,0.9976559189862912,0.9857580755062593,6.080760095011876,0.9993358908913008
33,0.29962108859383507,0.597695933773313,0.4010282683986714,6.995884773662551,0.882840282630639
34,0.62165015178418,0.9494536407392946,0.8093896993005811,14.683544303797468,0.992688584684117
35,0.2640475001165524,0.43389082482313884,0.3295060276568292,6.368159203980099,0.8789142196203277
36,0.5962659091406572,0.8365917726380034,0.6882513583122645,11.95530726256983,0.9756665847851096
37,0.6473365068171134,0.9999627318605921,0.9940520285696176,6.3,0.9999929478138223
38,0.5941383934030993,0.9590610443924319,0.8973748389948216,3.243243243243243,0.976981021098668
39,0.3187817772957801,0.4573108283454592,0.3911569837416387,8.22429906542056,0.944535262033109
