ap_before,ap_after
0.07231507868379602,0.058191793049286344
0.11047989455187374,0.05933251885598909
0.04122159698291064,0.008277846669477484
0.046023207556660846,0.02040325071913618
0.5582131596583204,0.33479369729889036
0.16403816546565708,0.09942299118982587
0.18219048446924355,0.11116124985595428
0.3820082167590021,0.10301538358173873
0.6946024859674922,0.14938203268119113
0.35513928508617587,0.25092583119250966
0.0015520151431644667,0.0016411686103519768
0.040457422986709096,0.02847741510672132
0.0069153423837577275,0.004049985940917545
0.3134396272115024,0.08796298922421392
0.581343943887652,0.4011164491099656
0.18301134621106682,0.2184996197883397
0.02889091926948456,0.008160029879920228
0.019010234088999076,0.012175607040692977
0.42636872050261493,0.14096179236402484
0.15691582150743777,0.09590694859507103
0.003925585498315811,0.0035264835102851587
0.371144428156997,0.16491485253992905
0.004167973179405968,0.005708279439611996
0.020040160559756996,0.010101832689458044
0.3122430585461692,0.05609840717461813
0.7298790577446348,0.39976876332476097
0.031733762883675236,0.013042140996529334
0.7641273732186925,0.6319906266419042
0.0070438256682466786,0.0050635894270556195
0.41930423509657744,0.2508934309232892
0.4437940036643949,0.23180516771077495
0.6559403052109118,0.6100906450385328
0.013047801483928857,0.007673825337625442
0.04728108125297267,0.008726821109831482
0.5016371538605828,0.49266276263575237
0.23412518999584714,0.18903250142569733
0.00189180497993208,0.0010207469924342664
0.008420663882521356,0.002939291134585736
0.012201746016688136,0.004506941174058294
0.1802809880102071,0.1643881656379441
0.9039881290000591,0.8623403923225788
0.01483550775423936,0.0025434653019224956
0.08974947333802895,0.016120077955659402
0.6782521019753293,0.6219675084194992
0.0511449768616611,0.046857400370928476
0.040578308893106665,0.010453712095929027
0.017863688043393687,0.007214332581784376
0.05978449266993129,0.010015860974075596
0.060565455021231195,0.03541528145091228
0.0789551414746567,0.035818603896713284
0.045162799642326355,0.05577773846552797
0.12956993569477787,0.010293699484792394
0.021380755121182933,0.018143062121125965
0.017446870453030457,0.008475825186959059
0.01570884464672429,0.01049318360583015
0.16646209960661448,0.1228450094659709
0.004927082184435009,0.0051882599422729166
0.1674159150248374,0.139229390721824
0.05402691370272616,0.011557420050087978
0.015470834299585007,0.010154959590782053
0.1849682710927268,0.13779468156930436
0.11667533365820171,0.05520454085251282
0.23247882485003654,0.09941786498975136
0.04146226069240175,0.006079486953560108
0.02991305224415071,0.01183945992236327
0.5062782308664521,0.41163534832299287
0.043775699022648114,0.01101935438036531
0.014661513209012884,0.008782182977018405
0.010051270101013173,0.005034515504571882
0.21154840731625418,0.07958663414949578
0.09768005435536714,0.0596741739161004
0.0038434776768084345,0.0031285316646279325
0.17798280689546583,0.03769104586406039
0.3767932584764215,0.3130092445270302
0.4837848631116728,0.24892248413728163
0.07843833277374768,0.0348947055435891
0.23394927802731239,0.1229526852281868
0.007686075464694449,0.004217745675171695
0.520971309507333,0.3431227869900675
0.023338977021009455,0.01598100217497543
0.13729354177314337,0.0610896399130477
0.017510987861098233,0.01186683015676191
0.038713259505196204,0.0323753015291969
0.37393096315720564,0.12672298274550886
0.14208692728853298,0.07166445517123768
0.20890362745124316,0.06518021226042632
0.07663005118326849,0.014279679331999428
0.008164358530340273,0.005848333726048774
0.033964360092032075,0.003290758502366274
0.0886329222638479,0.058449685685597864
0.14304430643961802,0.04273387535695012
0.013915564524171734,0.005348027608828527
0.02570617311264076,0.016088681782691943
0.009125703797007546,0.0038891516555836746
0.15640730907352135,0.10068556130400062
0.19882684653294663,0.13221243859295295
0.14923274904497405,0.09467987143074923
0.008130832325144992,0.007690114429958583
0.8819037713667359,0.8030411430341412
0.0063028849483865905,0.0021099450267549674
0.0031138421766730463,0.0013053995170795186
0.020826938021728598,0.011660237921971973
0.052470599578071764,0.01120967490905653
0.1578116499972789,0.11092062470102004
0.015107960881625786,0.0018547443486710796
0.02260065005307466,0.011468683603797316
0.35611344872004924,0.1950459834862068
0.19111503151756037,0.31286043470432773
0.0035767164802485187,0.002499598878723323
0.10179212585739256,0.0714077912461101
0.04040635481881376,0.0017469992798740603
0.025286060875124042,0.017350165540838867
0.038064008100160265,0.028220533801480843
0.0163322714279403,0.002975619750541477
0.08109747483731049,0.10217992642069255
0.027148927424820182,0.01128833472879411
0.010363021179049137,0.0034326486566458353
0.48616729977631756,0.4229126410662857
0.037962588586429105,0.032150981107506374
0.004135651727737334,0.00230224626737087
0.11464590803910266,0.06295149245280351
0.0611205899909804,0.034274454674160744
0.16589102827866742,0.08902774276733044
0.021946233716094388,0.015924866989048353
0.037749979126645516,0.02513292566661124
0.21197638556872708,0.09002441052888857
0.01659060721381931,0.007004657661092043
0.02592679152459432,0.01943751762281143
0.014353999239626485,0.011449963031833264
0.15661944354490054,0.005437975714782044
0.23176021963827328,0.052392132850745066
0.08654534757541749,0.009598927505138117
0.005025078956584023,0.003822940407715542
0.12003962260812609,0.011579414766602559
0.9975030788290759,0.9959132146766677
0.22495792407122198,0.1493884695563292
0.36611916620060186,0.014079379771616841
0.05915394819760411,0.029048928274212352
0.030465053922232102,0.02512697671995801
0.7888322164738483,0.7165924031646922
0.5156034861836035,0.38343486106788394
0.02389565069778342,0.012388901863957377
0.02651506724982483,0.0034407048908632856
0.46526796056854336,0.45563301169746384
0.08120815040466199,0.018951506627026583
0.025380829561360247,0.0014866190020385271
0.18609939959824615,0.020113532978564524
0.0034975256557299114,0.0018988282739142955
0.018683054620921742,0.007439094626024208
0.05376520279422695,0.03324083055323666
0.028124413486295602,0.021366514260726395
0.05792216534194225,0.03702660292144862
0.004428572408028786,0.004064778210346361
0.018409570399770137,0.005640210765504486
0.16005773472844206,0.12994734058891552
0.04984695747036183,0.010732136387962622
0.21533601809185537,0.14347364942340984
0.03198056064033749,0.014166412922097608
0.3761684531025207,0.17877205415958033
0.10465180874238934,0.02749163015876296
0.004943569064769332,0.004366887408091338
0.22208458201617196,0.20730615091807733
0.04224580081362241,0.01636279933769502
0.13460799586564992,0.05423876010880968
0.07622297347665472,0.03161801838070453
0.0026722126924164412,0.0016961850291722443
0.1350374662224006,0.06266728879402618
0.030016903822849723,0.004676924508298178
0.21412106305139741,0.0653421633480824
0.160976210971352,0.14634800448725568
0.006654435048252905,0.004157435626956405
0.004726792740001797,0.0024818013067543165
0.03902776212876846,0.022076571695810485
0.04369463312746409,0.013849577502974813
0.03482521834477241,0.02578052339684633
0.03176764412064496,0.00984542651649934
0.011334118961541313,0.004343091590831811
0.018871483801805037,0.010807698754656741
0.15932603056942493,0.057108795032010135
0.01073189191607326,0.0040602757752384085
0.6660897630192278,0.5281022709279123
0.31959151933510804,0.22756645044516247
0.020085266568697142,0.014274803360157039
0.4693408442399433,0.11572336915474712
0.9266762398873041,0.8436523313628084
0.3302290639516625,0.11663221276705318
0.6846250155469625,0.47539476093836613
0.034375190751400636,0.031920694576507556
0.7544361552734972,0.4549156630636444
0.3188799633398542,0.1918239020646935
0.07956667561852784,0.03998936135728805
0.054788002661613946,0.042360334607820696
0.45578721068810607,0.2023881159386095
0.008502501118162547,0.005327288173161371
0.7065434209100286,0.48140576733930884
0.2360035424237482,0.10496935818216832
0.2068940309111387,0.08323249653011212
0.6069060373608424,0.39214289259767066
0.04473615837723343,0.034134793558839985
0.12435273470353841,0.11116040637549279
0.6563389473198059,0.4317392012263528
0.004106587704322575,0.002690243697138875
0.014151956106612709,0.008473623641229189
0.47084834126989406,0.4117777939032635
0.01241197641593759,0.0023521525332858844
0.039970814592245996,0.03759925079912961
0.3833070498130124,0.17991938379682426
0.011325829067531976,0.006437046765888639
0.8572441047070634,0.5637597871159602
0.11521755758771941,0.07573776987875683
0.028078880796615552,0.018793430897136646
0.5291064043164367,0.11515793490894186
0.05949152330210958,0.05959722634325132
0.02259574736501959,0.00904376616806988
0.05934858983061404,0.0337781818196048
0.6662195968458253,0.20124898976421637
